TransactionID,OrderNumber,OrderDate,DeliveryDate,Quantity,CustomerID,StoreID,ProductID,ProductName,ProductBrand,ProductColor,ProductCost,ProductSalePrice,PackagingCouries,Profit,ProductSubcategory,ProductCategory,total sale,total profit
10000091,1000009,2017-09-26,2017-10-01,2,1697711,56,858,Contoso Wireless Notebook Optical Mouse M35 Black,Contoso,Black,13.77,29.6055,2.5164675,13.3190325,Computers Accessories,Computers,59.211,26.638065
10000092,1000009,2017-09-26,2017-10-01,2,1697711,56,1649,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,Black,86.14,185.201,15.742085,83.318915,Movie DVD,"Music, Movies and Audio Books",370.402,166.63783
10000093,1000009,2017-09-26,2017-10-01,10,1697711,56,1846,Litware Washer & Dryer 15.5in E150 Green,Litware,Green,509.32,1095.038,93.07823,492.63977,Washers & Dryers,Home Appliances,10950.38,4926.3977
10000094,1000009,2017-09-26,2017-10-01,4,1697711,56,2492,Cigarette Lighter Adapter for Contoso Phones E110 White,Contoso,White,12.74,27.391,2.328235,12.322765,Cell phones Accessories,Cell phones,109.564,49.29106
10000095,1000009,2017-09-26,2017-10-01,2,1697711,56,2112,Contoso Water Heater 4.0GPM M1250 Red,Contoso,Red,363.75,782.0625,66.4753125,351.8371875,Water Heaters,Home Appliances,1564.125,703.674375
10010001,1001000,2017-09-27,2017-10-02,2,1883710,51,2419,Litware 20'' Box Fan E401 Blue,Litware,Blue,13.25,28.4875,2.4214375,12.8160625,Fans,Home Appliances,56.975,25.632125
10010011,1001001,2017-09-27,2017-10-02,9,1802110,63,444,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,654.632,55.64372,294.50828,Desktops,Computers,5891.688,2650.57452
10010012,1001001,2017-09-27,2017-10-02,3,1802110,63,1395,Contoso Phone with 13-Number Memory (210) M301 Grey,Contoso,Grey,7.81,16.7915,1.4272775,7.5542225,Home & Office Phones,Cell phones,50.3745,22.6626675
10010013,1001001,2017-09-27,2017-10-02,1,1802110,63,185,SV 22xDVD X680 Silver,Southridge Video,Silver,55.99,120.3785,10.2321725,54.1563275,VCD & DVD,TV and Video,120.3785,54.1563275
10010014,1001001,2017-09-27,2017-10-02,2,1802110,63,2015,Fabrikam Microwave 1.6CuFt M1250 Blue,Fabrikam,Blue,82.77,177.9555,15.1262175,80.0592825,Microwaves,Home Appliances,355.911,160.118565
10010021,1001002,2017-09-27,2017-10-02,2,351430,10,1334,Contoso Expandable 3-Handset Cordless Phone System M204 Black,Contoso,Black,16.55,35.5825,3.0245125,16.0079875,Home & Office Phones,Cell phones,71.165,32.015975
10010022,1001002,2017-09-27,2017-10-02,6,351430,10,1617,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.3405,4.8739425,25.7965575,Movie DVD,"Music, Movies and Audio Books",344.043,154.779345
10010023,1001002,2017-09-27,2017-10-02,2,351430,10,1461,Contoso Touch Screen Phones Capacitive M908 Black,Contoso,Black,141.64,304.526,25.88471,137.00129,Touch Screen Phones,Cell phones,609.052,274.00258
10010041,1001004,2017-09-27,2017-10-02,1,906967,41,1500,The Phone Company Smart phones without camera E100 Pink,The Phone Company,Pink,65.77,141.4055,12.0194675,63.6160325,Smart phones & PDAs,Cell phones,141.4055,63.6160325
10010042,1001004,2017-09-27,2017-10-02,3,906967,41,61,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Black,83.24,178.966,15.21211,80.51389,Recording Pen,Audio,536.898,241.54167
10010043,1001004,2017-09-27,2017-10-02,2,906967,41,61,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Black,83.24,178.966,15.21211,80.51389,Recording Pen,Audio,357.932,161.02778
10010044,1001004,2017-09-27,2017-10-02,3,906967,41,165,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Black,389.26,836.909,71.137265,376.511735,Televisions,TV and Video,2510.727,1129.535205
10010051,1001005,2017-09-27,2017-10-02,1,1028704,36,603,Contoso Projector 480p M480 Silver,Contoso,Silver,116.75,251.0125,21.3360625,112.9264375,Projectors & Screens,Computers,251.0125,112.9264375
10010061,1001006,2017-09-27,2017-10-02,3,389532,9,1681,MGS Hand Games men M300 Silver,Tailspin Toys,Silver,3.17,6.8155,0.5793175,3.0661825,Boxed Games,Games and Toys,20.4465,9.1985475
10010062,1001006,2017-09-27,2017-10-02,1,389532,9,2108,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Grey,258.99,556.8285,47.3304225,250.5080775,Water Heaters,Home Appliances,556.8285,250.5080775
10010063,1001006,2017-09-27,2017-10-02,1,389532,9,428,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,321.05,690.2575,58.6718875,310.5356125,Desktops,Computers,690.2575,310.5356125
10010071,1001007,2017-09-27,2017-10-02,3,1107432,41,58,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Red,79.53,170.9895,14.5341075,76.9253925,Recording Pen,Audio,512.9685,230.7761775
10010072,1001007,2017-09-27,2017-10-02,1,1107432,41,1632,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,8.27,17.7805,1.5113425,7.9991575,Movie DVD,"Music, Movies and Audio Books",17.7805,7.9991575
10010073,1001007,2017-09-27,2017-10-02,2,1107432,41,128,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Brown,73.11,157.1865,13.3608525,70.7156475,Televisions,TV and Video,314.373,141.431295
10010074,1001007,2017-09-27,2017-10-02,1,1107432,41,76,NT Bluetooth Active Headphones E202 Red,Northwind Traders,Red,17.45,37.5175,3.1889875,16.8785125,Bluetooth Headphones,Audio,37.5175,16.8785125
10010091,1001009,2017-09-27,2017-10-02,1,871241,34,1663,MGS Hand Games men M300 Yellow,Tailspin Toys,Yellow,3.17,6.8155,0.5793175,3.0661825,Boxed Games,Games and Toys,6.8155,3.0661825
10010092,1001009,2017-09-27,2017-10-02,4,871241,34,1711,MGS Age of Empires III: The Asian Dynasties M190,Tailspin Toys,Black,32.25,69.3375,5.8936875,31.1938125,Download Games,Games and Toys,277.35,124.77525
10010093,1001009,2017-09-27,2017-10-02,2,871241,34,1757,MGS MechCommander 2 E123,Tailspin Toys,Black,28.5,61.275,5.208375,27.566625,Download Games,Games and Toys,122.55,55.13325
10010094,1001009,2017-09-27,2017-10-02,3,871241,34,60,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,White,79.53,170.9895,14.5341075,76.9253925,Recording Pen,Audio,512.9685,230.7761775
10010101,1001010,2017-09-27,2017-10-01,9,1202659,0,81,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Black,18.65,40.0975,3.4082875,18.0392125,Bluetooth Headphones,Audio,360.8775,162.3529125
10010102,1001010,2017-09-27,2017-10-01,4,1202659,0,96,WWI Stereo Bluetooth Headphones E1000 White,Wide World Importers,White,34.36,73.874,6.27929,33.23471,Bluetooth Headphones,Audio,295.496,132.93884
10010111,1001011,2017-09-27,2017-10-02,1,247032,8,448,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Black,137.6,295.84,25.1464,133.0936,Desktops,Computers,295.84,133.0936
10010121,1001012,2017-09-27,2017-10-02,1,1845648,51,1357,Contoso Private Automatic Branch Exchange M65 White,Contoso,White,17.93,38.5495,3.2767075,17.3427925,Home & Office Phones,Cell phones,38.5495,17.3427925
10010131,1001013,2017-09-27,2017-10-02,1,1682354,43,447,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Black,117.21,252.0015,21.4201275,113.3713725,Desktops,Computers,252.0015,113.3713725
10010132,1001013,2017-09-27,2017-10-02,3,1682354,43,450,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,654.632,55.64372,294.50828,Desktops,Computers,1963.896,883.52484
10010133,1001013,2017-09-27,2017-10-02,1,1682354,43,183,SV 16xDVD M330 Silver,Southridge Video,Silver,50.13,107.7795,9.1612575,48.4882425,VCD & DVD,TV and Video,107.7795,48.4882425
10010134,1001013,2017-09-27,2017-10-02,2,1682354,43,1340,Contoso Phone with Memory Dialing-single line E88 Black,Contoso,Black,7.23,15.5445,1.3212825,6.9932175,Home & Office Phones,Cell phones,31.089,13.986435
10010135,1001013,2017-09-27,2017-10-02,3,1682354,43,1542,The Phone Company PDA Phone 3.7 inches M340 Silver,The Phone Company,Silver,151.76,326.284,27.73414,146.78986,Smart phones & PDAs,Cell phones,978.852,440.36958
10010136,1001013,2017-09-27,2017-10-02,6,1682354,43,1602,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Black,82.77,177.9555,15.1262175,80.0592825,Movie DVD,"Music, Movies and Audio Books",1067.733,480.355695
10020001,1002000,2017-09-28,2017-10-03,10,836443,32,1437,The Phone Company Finger Touch Screen Phones M30 Grey,The Phone Company,Grey,91.51,196.7465,16.7234525,88.5130475,Touch Screen Phones,Cell phones,1967.465,885.130475
10020011,1002001,2017-09-28,2017-10-03,1,1928466,65,1480,The Phone Company Smart phones without camera E100 Grey,The Phone Company,Grey,65.77,141.4055,12.0194675,63.6160325,Smart phones & PDAs,Cell phones,141.4055,63.6160325
10020012,1002001,2017-09-28,2017-10-03,10,1928466,65,2113,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Red,258.99,556.8285,47.3304225,250.5080775,Water Heaters,Home Appliances,5568.285,2505.080775
10020013,1002001,2017-09-28,2017-10-03,2,1928466,65,2178,Fabrikam Coffee Maker 12C M100 White,Fabrikam,White,204.64,439.976,37.39796,197.93804,Coffee Machines,Home Appliances,879.952,395.87608
10020014,1002001,2017-09-28,2017-10-03,1,1928466,65,1429,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,The Phone Company,Grey,132.9,285.735,24.287475,128.547525,Touch Screen Phones,Cell phones,285.735,128.547525
10020015,1002001,2017-09-28,2017-10-03,1,1928466,65,454,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Brown,137.6,295.84,25.1464,133.0936,Desktops,Computers,295.84,133.0936
10020016,1002001,2017-09-28,2017-10-03,1,1928466,65,220,Litware Home Theater System 7.1 Channel X711 Silver,Litware,Silver,367.43,789.9745,67.1478325,355.3966675,Home Theater System,TV and Video,789.9745,355.3966675
10020017,1002001,2017-09-28,2017-10-03,3,1928466,65,150,"Adventure Works 40"" LCD HDTV M690 Black",Adventure Works,Black,392.6,844.09,71.74765,379.74235,Televisions,TV and Video,2532.27,1139.22705
10020021,1002002,2017-09-28,2017-10-03,3,1997765,48,443,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,345.0535,29.3295475,155.2339525,Desktops,Computers,1035.1605,465.7018575
10020031,1002003,2017-09-28,2017-10-03,6,1691296,56,1653,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,56.08,120.572,10.24862,54.24338,Movie DVD,"Music, Movies and Audio Books",723.432,325.46028
10020032,1002003,2017-09-28,2017-10-03,4,1691296,56,1601,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,Black,73.57,158.1755,13.4449175,71.1605825,Movie DVD,"Music, Movies and Audio Books",632.702,284.64233
10020033,1002003,2017-09-28,2017-10-03,1,1691296,56,420,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Silver,254.86,547.949,46.575665,246.513335,Desktops,Computers,547.949,246.513335
10020041,1002004,2017-09-28,2017-10-03,3,209171,10,80,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Yellow,18.65,40.0975,3.4082875,18.0392125,Bluetooth Headphones,Audio,120.2925,54.1176375
10020042,1002004,2017-09-28,2017-10-03,1,209171,10,2108,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Grey,258.99,556.8285,47.3304225,250.5080775,Water Heaters,Home Appliances,556.8285,250.5080775
10020043,1002004,2017-09-28,2017-10-03,1,209171,10,1665,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,2.54,5.461,0.464185,2.456815,Boxed Games,Games and Toys,5.461,2.456815
10020044,1002004,2017-09-28,2017-10-03,6,209171,10,165,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Black,389.26,836.909,71.137265,376.511735,Televisions,TV and Video,5021.454,2259.07041
10020045,1002004,2017-09-28,2017-10-03,2,209171,10,1578,SV DVD Recorder L210 Silver,Southridge Video,Silver,72.56,156.004,13.26034,70.18366,Movie DVD,"Music, Movies and Audio Books",312.008,140.36732
10020051,1002005,2017-09-28,2017-10-03,2,1541239,44,1617,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.3405,4.8739425,25.7965575,Movie DVD,"Music, Movies and Audio Books",114.681,51.593115
10020052,1002005,2017-09-28,2017-10-03,1,1541239,44,2241,WWI Chandelier M615 White,Wide World Importers,White,105.76,227.384,19.32764,102.29636,Lamps,Home Appliances,227.384,102.29636
10020061,1002006,2017-09-28,2017-10-03,2,165032,6,1414,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,The Phone Company,Black,117.73,253.1195,21.5151575,113.8743425,Touch Screen Phones,Cell phones,506.239,227.748685
10020081,1002008,2017-09-28,2017-10-03,1,1967380,53,1632,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,8.27,17.7805,1.5113425,7.9991575,Movie DVD,"Music, Movies and Audio Books",17.7805,7.9991575
10020082,1002008,2017-09-28,2017-10-03,7,1967380,53,135,"Adventure Works 20"" LCD HDTV M120 White",Adventure Works,White,160.93,345.9995,29.4099575,155.6595425,Televisions,TV and Video,2421.9965,1089.616798
10020083,1002008,2017-09-28,2017-10-03,3,1967380,53,2171,Fabrikam Coffee Maker Auto 10C M100 Silver,Fabrikam,Silver,343.05,737.5575,62.6923875,331.8151125,Coffee Machines,Home Appliances,2212.6725,995.4453375
10020091,1002009,2017-09-28,2017-10-03,10,1669971,61,1100,Contoso SLR Camera X145 Blue,Contoso,Blue,209.39,450.1885,38.2660225,202.5324775,Digital SLR Cameras,Cameras and camcorders,4501.885,2025.324775
10020092,1002009,2017-09-28,2017-10-03,1,1669971,61,1615,SV DVD 15-Inch Player Portable L200 White,Southridge Video,White,96.08,206.572,17.55862,92.93338,Movie DVD,"Music, Movies and Audio Books",206.572,92.93338
10020101,1002010,2017-09-28,2017-10-03,3,1971514,61,661,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,Proseware,Black,75.54,162.411,13.804935,73.066065,"Printers, Scanners & Fax",Computers,487.233,219.198195
10020102,1002010,2017-09-28,2017-10-03,2,1971514,61,1580,SV DVD Recorder L230 Grey,Southridge Video,Grey,72.56,156.004,13.26034,70.18366,Movie DVD,"Music, Movies and Audio Books",312.008,140.36732
10020103,1002010,2017-09-28,2017-10-03,5,1971514,61,2100,Contoso Water Heater 7.2GPM X1800 Silver,Contoso,Silver,488.7,1050.705,89.309925,472.695075,Water Heaters,Home Appliances,5253.525,2363.475375
10020111,1002011,2017-09-28,2017-10-02,3,1513646,0,1790,MGS Dungeon Siege: Legends of Aranna 2009 E146,Tailspin Toys,Silver,21.92,47.128,4.00588,21.20212,Download Games,Games and Toys,141.384,63.60636
10020121,1002012,2017-09-28,2017-10-03,3,2073064,0,88,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Black,49.69,106.8335,9.0808475,48.0626525,Bluetooth Headphones,Audio,320.5005,144.1879575
10020122,1002012,2017-09-28,2017-10-03,6,2073064,0,817,Contoso Power Inverter - DC to AC power inverter E900 Grey,Contoso,Grey,4.84,10.406,0.88451,4.68149,Computers Accessories,Computers,62.436,28.08894
10020123,1002012,2017-09-28,2017-10-03,1,2073064,0,2384,Proseware Air conditioner 12000BTU M640 White,Proseware,White,211.53,454.7895,38.6571075,204.6023925,Air Conditioners,Home Appliances,454.7895,204.6023925
10020124,1002012,2017-09-28,2017-10-03,1,2073064,0,2407,Proseware Air conditioner 8000BTU M320 Grey,Proseware,Grey,183.94,395.471,33.615035,177.915965,Air Conditioners,Home Appliances,395.471,177.915965
10020125,1002012,2017-09-28,2017-10-03,2,2073064,0,1333,Contoso 4-Line Corded Cordless Telephone M203 Black,Contoso,Black,15.17,32.6155,2.7723175,14.6731825,Home & Office Phones,Cell phones,65.231,29.346365
10020126,1002012,2017-09-28,2017-10-03,2,2073064,0,75,NT Bluetooth Active Headphones E202 White,Northwind Traders,White,17.45,37.5175,3.1889875,16.8785125,Bluetooth Headphones,Audio,75.035,33.757025
10020127,1002012,2017-09-28,2017-10-03,7,2073064,0,448,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Black,137.6,295.84,25.1464,133.0936,Desktops,Computers,2070.88,931.6552
10020131,1002013,2017-09-28,2017-10-03,4,1307638,65,1448,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,The Phone Company,Gold,117.73,253.1195,21.5151575,113.8743425,Touch Screen Phones,Cell phones,1012.478,455.49737
10020141,1002014,2017-09-28,2017-10-03,1,1267970,65,445,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,552.679,46.977715,248.641285,Desktops,Computers,552.679,248.641285
10030001,1003000,2017-09-29,2017-10-09,8,1708493,0,1596,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Red,5.82,12.513,1.063605,5.629395,Movie DVD,"Music, Movies and Audio Books",100.104,45.03516
10030002,1003000,2017-09-29,2017-10-09,2,1708493,0,109,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Wide World Importers,Orange,61.16,131.494,11.17699,59.15701,Bluetooth Headphones,Audio,262.988,118.31402
10030003,1003000,2017-09-29,2017-10-09,2,1708493,0,1458,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Gold,91.97,197.7355,16.8075175,88.9579825,Touch Screen Phones,Cell phones,395.471,177.915965
10030004,1003000,2017-09-29,2017-10-09,2,1708493,0,456,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,257.06,552.679,46.977715,248.641285,Desktops,Computers,1105.358,497.28257
10030011,1003001,2017-09-29,2017-10-04,3,1139356,42,1112,Fabrikam SLR Camera X147 Silver,Fabrikam,Silver,213.7,459.455,39.053675,206.701325,Digital SLR Cameras,Cameras and camcorders,1378.365,620.103975
10030021,1003002,2017-09-29,2017-10-04,2,478298,24,331,SV Car Video AM/FM E1000 Brown,Southridge Video,Brown,101.46,218.139,18.541815,98.137185,Car Video,TV and Video,436.278,196.27437
10030022,1003002,2017-09-29,2017-10-04,2,478298,24,63,WWI 2GB Spy Video Recorder Pen M300 Blue,Wide World Importers,Blue,83.24,178.966,15.21211,80.51389,Recording Pen,Audio,357.932,161.02778
10030031,1003003,2017-09-29,2017-10-04,6,517556,22,2162,Adventure Works Coffee Maker 5C E090 Grey,Adventure Works,Grey,75.96,163.314,13.88169,73.47231,Coffee Machines,Home Appliances,979.884,440.83386
10030032,1003003,2017-09-29,2017-10-04,3,517556,22,1125,"Fabrikam SLR Camera 35"" X358 Gold",Fabrikam,Gold,144.52,310.718,26.41103,139.78697,Digital SLR Cameras,Cameras and camcorders,932.154,419.36091
10030041,1003004,2017-09-29,2017-10-05,1,1112418,0,145,"Adventure Works 52"" LCD HDTV X590 Silver",Adventure Works,Silver,960.82,2065.763,175.589855,929.353145,Televisions,TV and Video,2065.763,929.353145
10030042,1003004,2017-09-29,2017-10-05,3,1112418,0,371,Adventure Works Laptop16 M1601 White,Adventure Works,White,275.46,592.239,50.340315,266.438685,Laptops,Computers,1776.717,799.316055
10030043,1003004,2017-09-29,2017-10-05,3,1112418,0,1356,Contoso 4 Handset Cordless Phone System M86 White,Contoso,White,16.55,35.5825,3.0245125,16.0079875,Home & Office Phones,Cell phones,106.7475,48.0239625
10030061,1003006,2017-09-29,2017-10-04,1,1622508,55,1746,MGS Zoo Tycoon Dinosaur Digs X200,Tailspin Toys,Black,36.11,77.6365,6.5991025,34.9273975,Download Games,Games and Toys,77.6365,34.9273975
10030062,1003006,2017-09-29,2017-10-04,1,1622508,55,394,WWI Laptop15.4W M0156 Black,Wide World Importers,Black,348.58,749.447,63.702995,337.164005,Laptops,Computers,749.447,337.164005
10030063,1003006,2017-09-29,2017-10-04,2,1622508,55,2114,Contoso Water Heater 1.5GPM E0800 Red,Contoso,Red,131.28,282.252,23.99142,126.98058,Water Heaters,Home Appliances,564.504,253.96116
10030071,1003007,2017-09-29,2017-10-04,3,1091419,37,491,Adventure Works LCD22 M200 Black,Adventure Works,Black,205.09,440.9435,37.4801975,198.3733025,Monitors,Computers,1322.8305,595.1199075
10030081,1003008,2017-09-29,2017-10-04,4,528376,23,63,WWI 2GB Spy Video Recorder Pen M300 Blue,Wide World Importers,Blue,83.24,178.966,15.21211,80.51389,Recording Pen,Audio,715.864,322.05556
10030082,1003008,2017-09-29,2017-10-04,2,528376,23,903,SV 40GB USB2.0 Portable Hard Disk E400 Red,Southridge Video,Red,38.74,83.291,7.079735,37.471265,Computers Accessories,Computers,166.582,74.94253
10030091,1003009,2017-09-29,2017-10-02,2,1691988,0,21,Contoso 8GB MP3 Player new model M820 Blue,Contoso,Blue,61.62,132.483,11.261055,59.601945,MP4&MP3,Audio,264.966,119.20389
10040001,1004000,2017-09-30,2017-10-05,8,494472,24,1717,MGS Flight Simulator X M250,Tailspin Toys,Pink,32.25,69.3375,5.8936875,31.1938125,Download Games,Games and Toys,554.7,249.5505
10040002,1004000,2017-09-30,2017-10-05,2,494472,24,850,Contoso Laptop Keyboard X105 Black,Contoso,Black,76.5,164.475,13.980375,73.994625,Computers Accessories,Computers,328.95,147.98925
10040003,1004000,2017-09-30,2017-10-05,6,494472,24,1616,Contoso DVD Player M100 Black,Contoso,Black,26.21,56.3515,4.7898775,25.3516225,Movie DVD,"Music, Movies and Audio Books",338.109,152.109735
10040011,1004001,2017-09-30,2017-10-05,3,1948390,57,1509,The Phone Company Smart phones Unlocked International M800 Pink,The Phone Company,Pink,142.56,306.504,26.05284,137.89116,Smart phones & PDAs,Cell phones,919.512,413.67348
10040012,1004001,2017-09-30,2017-10-05,9,1948390,57,443,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,345.0535,29.3295475,155.2339525,Desktops,Computers,3105.4815,1397.105573
10040013,1004001,2017-09-30,2017-10-05,3,1948390,57,50,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.95,197.6925,16.8038625,88.9386375,Recording Pen,Audio,593.0775,266.8159125
10040014,1004001,2017-09-30,2017-10-05,3,1948390,57,165,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Black,389.26,836.909,71.137265,376.511735,Televisions,TV and Video,2510.727,1129.535205
10040021,1004002,2017-09-30,2017-10-05,1,1533095,55,1631,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,5.82,12.513,1.063605,5.629395,Movie DVD,"Music, Movies and Audio Books",12.513,5.629395
10040031,1004003,2017-09-30,2017-10-05,2,1923233,44,472,Proseware CRT19 E201 Black,Proseware,Black,35.18,75.637,6.429145,34.027855,Monitors,Computers,151.274,68.05571
10040032,1004003,2017-09-30,2017-10-05,6,1923233,44,869,Contoso Wireless Laser Mouse M55 Silver,Contoso,Silver,32.19,69.2085,5.8827225,31.1357775,Computers Accessories,Computers,415.251,186.814665
10040033,1004003,2017-09-30,2017-10-05,6,1923233,44,376,Adventure Works Laptop12 M1201 Silver,Adventure Works,Silver,195.24,419.766,35.68011,188.84589,Laptops,Computers,2518.596,1133.07534
10040051,1004005,2017-09-30,2017-10-05,2,1052486,37,1809,MGS Bicycle Board Games2009 E165,Tailspin Toys,Blue,16.31,35.0665,2.9806525,15.7758475,Download Games,Games and Toys,70.133,31.551695
