TransactionID,CustomerID,StoreID,StoreCountry,StoreState,StoreSqMeters,StoreOpenDate
10010072,1107432,41,United Kingdom,Fermanagh,2100,2013-06-07
10010073,1107432,41,United Kingdom,Fermanagh,2100,2013-06-07
10010074,1107432,41,United Kingdom,Fermanagh,2100,2013-06-07
10010091,871241,34,Netherlands,Groningen,1365,2010-01-01
10010092,871241,34,Netherlands,Groningen,1365,2010-01-01
10010093,871241,34,Netherlands,Groningen,1365,2010-01-01
10010094,871241,34,Netherlands,Groningen,1365,2010-01-01
10010101,1202659,0,Online,Online,0,2010-01-01
10010102,1202659,0,Online,Online,0,2010-01-01
10010111,247032,8,Canada,Newfoundland and Labrador,2105,2014-07-02
10010121,1845648,51,United States,Maine,1295,2010-01-01
10010131,1682354,43,United States,Alaska,1190,2015-01-01
10010132,1682354,43,United States,Alaska,1190,2015-01-01
10010133,1682354,43,United States,Alaska,1190,2015-01-01
10010134,1682354,43,United States,Alaska,1190,2015-01-01
10010135,1682354,43,United States,Alaska,1190,2015-01-01
10010136,1682354,43,United States,Alaska,1190,2015-01-01
10020001,836443,32,Netherlands,Flevoland,910,2010-01-01
10020011,1928466,65,United States,West Virginia,1785,2012-01-01
10020012,1928466,65,United States,West Virginia,1785,2012-01-01
10020013,1928466,65,United States,West Virginia,1785,2012-01-01
10020014,1928466,65,United States,West Virginia,1785,2012-01-01
10020015,1928466,65,United States,West Virginia,1785,2012-01-01
10020016,1928466,65,United States,West Virginia,1785,2012-01-01
10020017,1928466,65,United States,West Virginia,1785,2012-01-01
10020021,1997765,48,United States,Idaho,1540,2012-12-15
10020031,1691296,56,United States,New Hampshire,1260,2015-01-01
10020032,1691296,56,United States,New Hampshire,1260,2015-01-01
10020033,1691296,56,United States,New Hampshire,1260,2015-01-01
10020041,209171,10,Canada,Nunavut,1210,2015-04-04
10020042,209171,10,Canada,Nunavut,1210,2015-04-04
10020043,209171,10,Canada,Nunavut,1210,2015-04-04
10020044,209171,10,Canada,Nunavut,1210,2015-04-04
10020045,209171,10,Canada,Nunavut,1210,2015-04-04
10020051,1541239,44,United States,Arkansas,2000,2010-06-03
10020052,1541239,44,United States,Arkansas,2000,2010-06-03
10020061,165032,6,Australia,Western Australia,2000,2010-01-01
10020081,1967380,53,United States,Montana,1260,2012-06-06
10020082,1967380,53,United States,Montana,1260,2012-06-06
10020083,1967380,53,United States,Montana,1260,2012-06-06
10020091,1669971,61,United States,South Carolina,2000,2012-12-15
10020092,1669971,61,United States,South Carolina,2000,2012-12-15
10020101,1971514,61,United States,South Carolina,2000,2012-12-15
10020102,1971514,61,United States,South Carolina,2000,2012-12-15
10020103,1971514,61,United States,South Carolina,2000,2012-12-15
10020111,1513646,0,Online,Online,0,2010-01-01
10020121,2073064,0,Online,Online,0,2010-01-01
10020122,2073064,0,Online,Online,0,2010-01-01
10020123,2073064,0,Online,Online,0,2010-01-01
10020124,2073064,0,Online,Online,0,2010-01-01
10020125,2073064,0,Online,Online,0,2010-01-01
10020126,2073064,0,Online,Online,0,2010-01-01
10020127,2073064,0,Online,Online,0,2010-01-01
10020131,1307638,65,United States,West Virginia,1785,2012-01-01
10020141,1267970,65,United States,West Virginia,1785,2012-01-01
10030001,1708493,0,Online,Online,0,2010-01-01
10030002,1708493,0,Online,Online,0,2010-01-01
10030003,1708493,0,Online,Online,0,2010-01-01
10030004,1708493,0,Online,Online,0,2010-01-01
10030011,1139356,42,United Kingdom,North Down,1900,2009-12-15
10030021,478298,24,Germany,Hessen,1855,2012-12-15
10030022,478298,24,Germany,Hessen,1855,2012-12-15
10030031,517556,22,Germany,Freistaat Thüringen,2000,2008-03-06
10030032,517556,22,Germany,Freistaat Thüringen,2000,2008-03-06
10030041,1112418,0,Online,Online,0,2010-01-01
10030042,1112418,0,Online,Online,0,2010-01-01
10030043,1112418,0,Online,Online,0,2010-01-01
10030061,1622508,55,United States,Nevada,2000,2009-12-15
10030062,1622508,55,United States,Nevada,2000,2009-12-15
10030063,1622508,55,United States,Nevada,2000,2009-12-15
10030071,1091419,37,United Kingdom,Ayrshire,2100,2005-03-04
10030081,528376,23,Germany,Hamburg,1365,2010-01-01
10030082,528376,23,Germany,Hamburg,1365,2010-01-01
10030091,1691988,0,Online,Online,0,2010-01-01
10040001,494472,24,Germany,Hessen,1855,2012-12-15
10040002,494472,24,Germany,Hessen,1855,2012-12-15
10040003,494472,24,Germany,Hessen,1855,2012-12-15
10040011,1948390,57,United States,New Mexico,1645,2010-06-03
10040012,1948390,57,United States,New Mexico,1645,2010-06-03
10040013,1948390,57,United States,New Mexico,1645,2010-06-03
10040014,1948390,57,United States,New Mexico,1645,2010-06-03
10040021,1533095,55,United States,Nevada,2000,2009-12-15
10040031,1923233,44,United States,Arkansas,2000,2010-06-03
10040032,1923233,44,United States,Arkansas,2000,2010-06-03
10040033,1923233,44,United States,Arkansas,2000,2010-06-03
10040051,1052486,37,United Kingdom,Ayrshire,2100,2005-03-04
10040052,1052486,37,United Kingdom,Ayrshire,2100,2005-03-04
10040053,1052486,37,United Kingdom,Ayrshire,2100,2005-03-04
10040054,1052486,37,United Kingdom,Ayrshire,2100,2005-03-04
10040055,1052486,37,United Kingdom,Ayrshire,2100,2005-03-04
10040061,34081,5,Australia,Victoria,2000,2015-12-09
10040062,34081,5,Australia,Victoria,2000,2015-12-09
10040063,34081,5,Australia,Victoria,2000,2015-12-09
10040071,133928,6,Australia,Western Australia,2000,2010-01-01
10040091,32455,6,Australia,Western Australia,2000,2010-01-01
10040101,1209643,0,Online,Online,0,2010-01-01
10040102,1209643,0,Online,Online,0,2010-01-01
10040103,1209643,0,Online,Online,0,2010-01-01
10040111,1752382,56,United States,New Hampshire,1260,2015-01-01
10040112,1752382,56,United States,New Hampshire,1260,2015-01-01
10040113,1752382,56,United States,New Hampshire,1260,2015-01-01
10040121,1877046,0,Online,Online,0,2010-01-01
10040131,1231860,50,United States,Kansas,2000,2008-03-06
10040132,1231860,50,United States,Kansas,2000,2008-03-06
10040133,1231860,50,United States,Kansas,2000,2008-03-06
10040134,1231860,50,United States,Kansas,2000,2008-03-06
10040135,1231860,50,United States,Kansas,2000,2008-03-06
10040141,2023185,64,United States,Washington DC,1330,2010-01-01
10040142,2023185,64,United States,Washington DC,1330,2010-01-01
10040181,2053447,63,United States,Utah,2000,2008-03-06
10040182,2053447,63,United States,Utah,2000,2008-03-06
10040183,2053447,63,United States,Utah,2000,2008-03-06
10050001,1487390,45,United States,Connecticut,2000,2007-07-08
10060001,1186331,37,United Kingdom,Ayrshire,2100,2005-03-04
10060002,1186331,37,United Kingdom,Ayrshire,2100,2005-03-04
10060003,1186331,37,United Kingdom,Ayrshire,2100,2005-03-04
10060004,1186331,37,United Kingdom,Ayrshire,2100,2005-03-04
10060005,1186331,37,United Kingdom,Ayrshire,2100,2005-03-04
10060011,1507007,63,United States,Utah,2000,2008-03-06
10060012,1507007,63,United States,Utah,2000,2008-03-06
10060013,1507007,63,United States,Utah,2000,2008-03-06
10060021,2082335,55,United States,Nevada,2000,2009-12-15
10060022,2082335,55,United States,Nevada,2000,2009-12-15
10060023,2082335,55,United States,Nevada,2000,2009-12-15
10060024,2082335,55,United States,Nevada,2000,2009-12-15
10060025,2082335,55,United States,Nevada,2000,2009-12-15
10060026,2082335,55,United States,Nevada,2000,2009-12-15
10060027,2082335,55,United States,Nevada,2000,2009-12-15
10060031,965207,0,Online,Online,0,2010-01-01
10060041,1396464,0,Online,Online,0,2010-01-01
10060051,1139726,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
10060052,1139726,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
10060061,1304549,44,United States,Arkansas,2000,2010-06-03
10060062,1304549,44,United States,Arkansas,2000,2010-06-03
10060063,1304549,44,United States,Arkansas,2000,2010-06-03
10060064,1304549,44,United States,Arkansas,2000,2010-06-03
10060065,1304549,44,United States,Arkansas,2000,2010-06-03
10060071,1525000,64,United States,Washington DC,1330,2010-01-01
10060072,1525000,64,United States,Washington DC,1330,2010-01-01
10060073,1525000,64,United States,Washington DC,1330,2010-01-01
10060074,1525000,64,United States,Washington DC,1330,2010-01-01
10060075,1525000,64,United States,Washington DC,1330,2010-01-01
10060076,1525000,64,United States,Washington DC,1330,2010-01-01
10070001,1378815,57,United States,New Mexico,1645,2010-06-03
10070002,1378815,57,United States,New Mexico,1645,2010-06-03
10070003,1378815,57,United States,New Mexico,1645,2010-06-03
10070004,1378815,57,United States,New Mexico,1645,2010-06-03
10070021,1775445,53,United States,Montana,1260,2012-06-06
10070022,1775445,53,United States,Montana,1260,2012-06-06
10070023,1775445,53,United States,Montana,1260,2012-06-06
10070024,1775445,53,United States,Montana,1260,2012-06-06
10070025,1775445,53,United States,Montana,1260,2012-06-06
10070026,1775445,53,United States,Montana,1260,2012-06-06
10070027,1775445,53,United States,Montana,1260,2012-06-06
10070031,1901852,45,United States,Connecticut,2000,2007-07-08
10070032,1901852,45,United States,Connecticut,2000,2007-07-08
10070033,1901852,45,United States,Connecticut,2000,2007-07-08
10070034,1901852,45,United States,Connecticut,2000,2007-07-08
10070041,1668545,0,Online,Online,0,2010-01-01
10070051,1960149,61,United States,South Carolina,2000,2012-12-15
10070052,1960149,61,United States,South Carolina,2000,2012-12-15
10070053,1960149,61,United States,South Carolina,2000,2012-12-15
10070054,1960149,61,United States,South Carolina,2000,2012-12-15
10070061,1777880,0,Online,Online,0,2010-01-01
10070071,385643,8,Canada,Newfoundland and Labrador,2105,2014-07-02
10070072,385643,8,Canada,Newfoundland and Labrador,2105,2014-07-02
10070081,321954,9,Canada,Northwest Territories,1500,2005-03-04
10070082,321954,9,Canada,Northwest Territories,1500,2005-03-04
10070083,321954,9,Canada,Northwest Territories,1500,2005-03-04
10080001,250990,9,Canada,Northwest Territories,1500,2005-03-04
10080002,250990,9,Canada,Northwest Territories,1500,2005-03-04
10080004,250990,9,Canada,Northwest Territories,1500,2005-03-04
10080011,844474,32,Netherlands,Flevoland,910,2010-01-01
10080012,844474,32,Netherlands,Flevoland,910,2010-01-01
10080021,311493,9,Canada,Northwest Territories,1500,2005-03-04
10080022,311493,9,Canada,Northwest Territories,1500,2005-03-04
10080023,311493,9,Canada,Northwest Territories,1500,2005-03-04
10080024,311493,9,Canada,Northwest Territories,1500,2005-03-04
10080025,311493,9,Canada,Northwest Territories,1500,2005-03-04
10080026,311493,9,Canada,Northwest Territories,1500,2005-03-04
10080027,311493,9,Canada,Northwest Territories,1500,2005-03-04
10080041,986188,41,United Kingdom,Fermanagh,2100,2013-06-07
10080042,986188,41,United Kingdom,Fermanagh,2100,2013-06-07
10080051,1589387,0,Online,Online,0,2010-01-01
10080061,595271,22,Germany,Freistaat Thüringen,2000,2008-03-06
10080062,595271,22,Germany,Freistaat Thüringen,2000,2008-03-06
10080071,1981433,47,United States,Hawaii,1120,2015-04-04
10080081,1486156,45,United States,Connecticut,2000,2007-07-08
10080082,1486156,45,United States,Connecticut,2000,2007-07-08
10080091,1728306,47,United States,Hawaii,1120,2015-04-04
10080092,1728306,47,United States,Hawaii,1120,2015-04-04
10080093,1728306,47,United States,Hawaii,1120,2015-04-04
10080094,1728306,47,United States,Hawaii,1120,2015-04-04
10080095,1728306,47,United States,Hawaii,1120,2015-04-04
10080096,1728306,47,United States,Hawaii,1120,2015-04-04
10080097,1728306,47,United States,Hawaii,1120,2015-04-04
10080101,1661735,0,Online,Online,0,2010-01-01
10080102,1661735,0,Online,Online,0,2010-01-01
10080103,1661735,0,Online,Online,0,2010-01-01
10080104,1661735,0,Online,Online,0,2010-01-01
10080121,1145581,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
10080131,1959938,64,United States,Washington DC,1330,2010-01-01
10090001,1898949,56,United States,New Hampshire,1260,2015-01-01
10090002,1898949,56,United States,New Hampshire,1260,2015-01-01
10090003,1898949,56,United States,New Hampshire,1260,2015-01-01
10090004,1898949,56,United States,New Hampshire,1260,2015-01-01
10090011,1813480,0,Online,Online,0,2010-01-01
10090012,1813480,0,Online,Online,0,2010-01-01
10090013,1813480,0,Online,Online,0,2010-01-01
10090014,1813480,0,Online,Online,0,2010-01-01
10090021,186136,0,Online,Online,0,2010-01-01
10090022,186136,0,Online,Online,0,2010-01-01
10090031,412039,0,Online,Online,0,2010-01-01
10090041,1696726,57,United States,New Mexico,1645,2010-06-03
10090051,125391,6,Australia,Western Australia,2000,2010-01-01
10090052,125391,6,Australia,Western Australia,2000,2010-01-01
10090053,125391,6,Australia,Western Australia,2000,2010-01-01
10090061,590960,22,Germany,Freistaat Thüringen,2000,2008-03-06
10090071,1785720,0,Online,Online,0,2010-01-01
10090072,1785720,0,Online,Online,0,2010-01-01
10090073,1785720,0,Online,Online,0,2010-01-01
10090074,1785720,0,Online,Online,0,2010-01-01
10090081,1441326,43,United States,Alaska,1190,2015-01-01
10090082,1441326,43,United States,Alaska,1190,2015-01-01
10090083,1441326,43,United States,Alaska,1190,2015-01-01
10090101,158951,0,Online,Online,0,2010-01-01
10090102,158951,0,Online,Online,0,2010-01-01
10090111,1785720,59,United States,Oregon,2000,2012-08-08
10090112,1785720,59,United States,Oregon,2000,2012-08-08
10090131,1987493,0,Online,Online,0,2010-01-01
10090132,1987493,0,Online,Online,0,2010-01-01
10090141,729368,29,Italy,Enna,1000,2008-01-01
10090142,729368,29,Italy,Enna,1000,2008-01-01
10090143,729368,29,Italy,Enna,1000,2008-01-01
10090144,729368,29,Italy,Enna,1000,2008-01-01
10100001,1952261,43,United States,Alaska,1190,2015-01-01
10100002,1952261,43,United States,Alaska,1190,2015-01-01
10100003,1952261,43,United States,Alaska,1190,2015-01-01
10100011,571622,20,Germany,Brandenburg,1715,2012-12-15
10100012,571622,20,Germany,Brandenburg,1715,2012-12-15
10100013,571622,20,Germany,Brandenburg,1715,2012-12-15
10100014,571622,20,Germany,Brandenburg,1715,2012-12-15
10100031,176800,4,Australia,Tasmania,2000,2010-01-01
10100032,176800,4,Australia,Tasmania,2000,2010-01-01
10100033,176800,4,Australia,Tasmania,2000,2010-01-01
10100034,176800,4,Australia,Tasmania,2000,2010-01-01
10100035,176800,4,Australia,Tasmania,2000,2010-01-01
10100041,930705,0,Online,Online,0,2010-01-01
10100051,1230421,54,United States,Nebraska,2000,2013-06-07
10100052,1230421,54,United States,Nebraska,2000,2013-06-07
10100053,1230421,54,United States,Nebraska,2000,2013-06-07
10100061,1361958,0,Online,Online,0,2010-01-01
10100062,1361958,0,Online,Online,0,2010-01-01
10100071,1506511,0,Online,Online,0,2010-01-01
10100072,1506511,0,Online,Online,0,2010-01-01
10100081,1223141,48,United States,Idaho,1540,2012-12-15
10100082,1223141,48,United States,Idaho,1540,2012-12-15
10100091,1562994,45,United States,Connecticut,2000,2007-07-08
10110001,736718,30,Italy,Pesaro,2100,2008-01-12
10110002,736718,30,Italy,Pesaro,2100,2008-01-12
10110011,1108629,38,United Kingdom,Belfast,1800,2015-04-04
10110012,1108629,38,United Kingdom,Belfast,1800,2015-04-04
10110021,343007,9,Canada,Northwest Territories,1500,2005-03-04
10110022,343007,9,Canada,Northwest Territories,1500,2005-03-04
10110023,343007,9,Canada,Northwest Territories,1500,2005-03-04
10110031,1301181,0,Online,Online,0,2010-01-01
10110032,1301181,0,Online,Online,0,2010-01-01
10110041,1867076,0,Online,Online,0,2010-01-01
10110042,1867076,0,Online,Online,0,2010-01-01
10110051,909122,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
10110071,2067958,0,Online,Online,0,2010-01-01
10110072,2067958,0,Online,Online,0,2010-01-01
10110073,2067958,0,Online,Online,0,2010-01-01
10110081,1826576,47,United States,Hawaii,1120,2015-04-04
10110082,1826576,47,United States,Hawaii,1120,2015-04-04
10110111,1927276,45,United States,Connecticut,2000,2007-07-08
10110121,326396,10,Canada,Nunavut,1210,2015-04-04
10110131,1524551,0,Online,Online,0,2010-01-01
10110132,1524551,0,Online,Online,0,2010-01-01
10110133,1524551,0,Online,Online,0,2010-01-01
10110141,1592641,51,United States,Maine,1295,2010-01-01
10110142,1592641,51,United States,Maine,1295,2010-01-01
10110143,1592641,51,United States,Maine,1295,2010-01-01
10110144,1592641,51,United States,Maine,1295,2010-01-01
10110151,522581,0,Online,Online,0,2010-01-01
10110152,522581,0,Online,Online,0,2010-01-01
10110153,522581,0,Online,Online,0,2010-01-01
10110161,1081604,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
10110162,1081604,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
10110163,1081604,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
10110164,1081604,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
10110171,1886283,51,United States,Maine,1295,2010-01-01
10110172,1886283,51,United States,Maine,1295,2010-01-01
10110173,1886283,51,United States,Maine,1295,2010-01-01
10110181,85597,6,Australia,Western Australia,2000,2010-01-01
10110182,85597,6,Australia,Western Australia,2000,2010-01-01
10110183,85597,6,Australia,Western Australia,2000,2010-01-01
10120001,1978474,0,Online,Online,0,2010-01-01
10120002,1978474,0,Online,Online,0,2010-01-01
10130001,423898,19,Germany,Berlin,1295,2015-04-04
10130002,423898,19,Germany,Berlin,1295,2015-04-04
10130011,1632062,45,United States,Connecticut,2000,2007-07-08
10130012,1632062,45,United States,Connecticut,2000,2007-07-08
10130013,1632062,45,United States,Connecticut,2000,2007-07-08
10130021,1534954,63,United States,Utah,2000,2008-03-06
10130041,1567503,0,Online,Online,0,2010-01-01
10130042,1567503,0,Online,Online,0,2010-01-01
10130061,2063107,44,United States,Arkansas,2000,2010-06-03
10130062,2063107,44,United States,Arkansas,2000,2010-06-03
10130063,2063107,44,United States,Arkansas,2000,2010-06-03
10130064,2063107,44,United States,Arkansas,2000,2010-06-03
10130065,2063107,44,United States,Arkansas,2000,2010-06-03
10130066,2063107,44,United States,Arkansas,2000,2010-06-03
10130071,994139,36,United Kingdom,Armagh,1300,2014-07-02
10130072,994139,36,United Kingdom,Armagh,1300,2014-07-02
10130073,994139,36,United Kingdom,Armagh,1300,2014-07-02
10140001,1390639,0,Online,Online,0,2010-01-01
10140002,1390639,0,Online,Online,0,2010-01-01
10140003,1390639,0,Online,Online,0,2010-01-01
10140011,71218,4,Australia,Tasmania,2000,2010-01-01
10140012,71218,4,Australia,Tasmania,2000,2010-01-01
10140013,71218,4,Australia,Tasmania,2000,2010-01-01
10140015,71218,4,Australia,Tasmania,2000,2010-01-01
10140017,71218,4,Australia,Tasmania,2000,2010-01-01
10140021,1559820,0,Online,Online,0,2010-01-01
10140031,1414241,54,United States,Nebraska,2000,2013-06-07
10140032,1414241,54,United States,Nebraska,2000,2013-06-07
10140033,1414241,54,United States,Nebraska,2000,2013-06-07
10140034,1414241,54,United States,Nebraska,2000,2013-06-07
10140035,1414241,54,United States,Nebraska,2000,2013-06-07
10140036,1414241,54,United States,Nebraska,2000,2013-06-07
10140037,1414241,54,United States,Nebraska,2000,2013-06-07
10140041,1895594,51,United States,Maine,1295,2010-01-01
10140042,1895594,51,United States,Maine,1295,2010-01-01
10140043,1895594,51,United States,Maine,1295,2010-01-01
10140044,1895594,51,United States,Maine,1295,2010-01-01
10140051,347144,10,Canada,Nunavut,1210,2015-04-04
10140052,347144,10,Canada,Nunavut,1210,2015-04-04
10140061,1268744,0,Online,Online,0,2010-01-01
10140062,1268744,0,Online,Online,0,2010-01-01
10140063,1268744,0,Online,Online,0,2010-01-01
10140064,1268744,0,Online,Online,0,2010-01-01
10140065,1268744,0,Online,Online,0,2010-01-01
10140066,1268744,0,Online,Online,0,2010-01-01
10140081,1837395,43,United States,Alaska,1190,2015-01-01
10140082,1837395,43,United States,Alaska,1190,2015-01-01
10140083,1837395,43,United States,Alaska,1190,2015-01-01
10140084,1837395,43,United States,Alaska,1190,2015-01-01
10140091,1920128,0,Online,Online,0,2010-01-01
10140092,1920128,0,Online,Online,0,2010-01-01
10140093,1920128,0,Online,Online,0,2010-01-01
10140094,1920128,0,Online,Online,0,2010-01-01
10140101,99711,6,Australia,Western Australia,2000,2010-01-01
10140102,99711,6,Australia,Western Australia,2000,2010-01-01
10140103,99711,6,Australia,Western Australia,2000,2010-01-01
10140104,99711,6,Australia,Western Australia,2000,2010-01-01
10150001,1942560,57,United States,New Mexico,1645,2010-06-03
10150002,1942560,57,United States,New Mexico,1645,2010-06-03
10150003,1942560,57,United States,New Mexico,1645,2010-06-03
10150004,1942560,57,United States,New Mexico,1645,2010-06-03
10150011,26477,4,Australia,Tasmania,2000,2010-01-01
10150012,26477,4,Australia,Tasmania,2000,2010-01-01
10150013,26477,4,Australia,Tasmania,2000,2010-01-01
10150014,26477,4,Australia,Tasmania,2000,2010-01-01
10150015,26477,4,Australia,Tasmania,2000,2010-01-01
10150016,26477,4,Australia,Tasmania,2000,2010-01-01
10150021,1456404,53,United States,Montana,1260,2012-06-06
10150022,1456404,53,United States,Montana,1260,2012-06-06
10150023,1456404,53,United States,Montana,1260,2012-06-06
10150024,1456404,53,United States,Montana,1260,2012-06-06
10150041,1744437,50,United States,Kansas,2000,2008-03-06
10150051,761908,30,Italy,Pesaro,2100,2008-01-12
10150052,761908,30,Italy,Pesaro,2100,2008-01-12
10150071,1312168,56,United States,New Hampshire,1260,2015-01-01
10150072,1312168,56,United States,New Hampshire,1260,2015-01-01
10150073,1312168,56,United States,New Hampshire,1260,2015-01-01
10150074,1312168,56,United States,New Hampshire,1260,2015-01-01
10150091,774483,30,Italy,Pesaro,2100,2008-01-12
10150092,774483,30,Italy,Pesaro,2100,2008-01-12
10150093,774483,30,Italy,Pesaro,2100,2008-01-12
10150101,1391462,0,Online,Online,0,2010-01-01
10150102,1391462,0,Online,Online,0,2010-01-01
10150111,211809,9,Canada,Northwest Territories,1500,2005-03-04
10150112,211809,9,Canada,Northwest Territories,1500,2005-03-04
10150113,211809,9,Canada,Northwest Territories,1500,2005-03-04
10150121,1044798,0,Online,Online,0,2010-01-01
10150122,1044798,0,Online,Online,0,2010-01-01
10150131,1288830,0,Online,Online,0,2010-01-01
10150132,1288830,0,Online,Online,0,2010-01-01
10160001,1160570,41,United Kingdom,Fermanagh,2100,2013-06-07
10160002,1160570,41,United Kingdom,Fermanagh,2100,2013-06-07
10160003,1160570,41,United Kingdom,Fermanagh,2100,2013-06-07
10160011,1556602,61,United States,South Carolina,2000,2012-12-15
10160012,1556602,61,United States,South Carolina,2000,2012-12-15
10160021,1270898,48,United States,Idaho,1540,2012-12-15
10160041,642546,17,France,Martinique,350,2007-07-08
10160042,642546,17,France,Martinique,350,2007-07-08
10160043,642546,17,France,Martinique,350,2007-07-08
10160044,642546,17,France,Martinique,350,2007-07-08
10160051,1256256,61,United States,South Carolina,2000,2012-12-15
10160052,1256256,61,United States,South Carolina,2000,2012-12-15
10160071,1221117,45,United States,Connecticut,2000,2007-07-08
10160081,1984985,61,United States,South Carolina,2000,2012-12-15
10160091,1371777,57,United States,New Mexico,1645,2010-06-03
10160101,954712,0,Online,Online,0,2010-01-01
10160102,954712,0,Online,Online,0,2010-01-01
10160103,954712,0,Online,Online,0,2010-01-01
10160104,954712,0,Online,Online,0,2010-01-01
10160105,954712,0,Online,Online,0,2010-01-01
10160106,954712,0,Online,Online,0,2010-01-01
10160111,1251360,63,United States,Utah,2000,2008-03-06
10160112,1251360,63,United States,Utah,2000,2008-03-06
10160113,1251360,63,United States,Utah,2000,2008-03-06
10160114,1251360,63,United States,Utah,2000,2008-03-06
10160121,2004449,66,United States,Wyoming,840,2014-01-01
10160122,2004449,66,United States,Wyoming,840,2014-01-01
10160141,1876132,56,United States,New Hampshire,1260,2015-01-01
10170001,1002933,0,Online,Online,0,2010-01-01
10170002,1002933,0,Online,Online,0,2010-01-01
10170003,1002933,0,Online,Online,0,2010-01-01
10170004,1002933,0,Online,Online,0,2010-01-01
10170005,1002933,0,Online,Online,0,2010-01-01
10170006,1002933,0,Online,Online,0,2010-01-01
10170021,1122233,41,United Kingdom,Fermanagh,2100,2013-06-07
10170022,1122233,41,United Kingdom,Fermanagh,2100,2013-06-07
10170023,1122233,41,United Kingdom,Fermanagh,2100,2013-06-07
10170031,1816681,55,United States,Nevada,2000,2009-12-15
10170032,1816681,55,United States,Nevada,2000,2009-12-15
10170033,1816681,55,United States,Nevada,2000,2009-12-15
10170041,229949,9,Canada,Northwest Territories,1500,2005-03-04
10170051,737327,29,Italy,Enna,1000,2008-01-01
10170061,2080355,64,United States,Washington DC,1330,2010-01-01
10170071,778498,30,Italy,Pesaro,2100,2008-01-12
10170072,778498,30,Italy,Pesaro,2100,2008-01-12
10170073,778498,30,Italy,Pesaro,2100,2008-01-12
10170081,710592,29,Italy,Enna,1000,2008-01-01
10170091,1532790,56,United States,New Hampshire,1260,2015-01-01
10170092,1532790,56,United States,New Hampshire,1260,2015-01-01
10170093,1532790,56,United States,New Hampshire,1260,2015-01-01
10170101,1857896,0,Online,Online,0,2010-01-01
10170102,1857896,0,Online,Online,0,2010-01-01
10170103,1857896,0,Online,Online,0,2010-01-01
10170104,1857896,0,Online,Online,0,2010-01-01
10170106,1857896,0,Online,Online,0,2010-01-01
10180001,2025711,0,Online,Online,0,2010-01-01
10180002,2025711,0,Online,Online,0,2010-01-01
10180003,2025711,0,Online,Online,0,2010-01-01
10180021,409719,27,Germany,Sachsen-Anhalt,2000,2008-08-08
